Graph,Algorithm,Max threads,median,std
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,18,2.526044278085671,0.2938734425705775
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,20,2.5372992867064825,0.4937700193732326
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,22,2.5986118674849923,0.3461534700520612
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,24,2.3083911711707934,0.43441521742632794
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,26,2.569384175109647,0.5033464618440395
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,28,2.4461220175440426,0.43565405628268705
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,30,2.6407997474042872,0.4700569635866159
"('Erdos-Renyi random p=0.002000', 50000)",Sollin FAL,32,2.58798159833763,0.5154551976949391
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,1,1.0000002520380225,0.49206041927196814
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,2,1.9304819867590903,0.6369429553362044
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,4,3.284523629632104,1.2063689126345873
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,6,4.179109627551172,1.4610513236883962
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,8,5.125454515091578,1.7984496390277978
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,10,6.121387171271286,1.8408117475301482
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,12,5.968342601770181,2.1182432211913533
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,14,6.494292849799301,2.422950677057112
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,16,5.832084433783608,2.4179358326351785
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,18,6.2460296926435515,2.091467423378605
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,20,6.200243931448944,2.6404351341878667
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,22,5.989382826720559,2.3625479460383776
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,24,6.015857437462694,2.786609787503309
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,26,5.419098993466688,2.335426550636772
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,28,5.5173020595313105,2.4431271113331623
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,30,5.487395239991885,2.241460788183891
"('Erdos-Renyi random p=0.200000', 10000)",Filter Kruskal,32,5.7058546180079315,2.041375510955541
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,1,1.0,0.0940302331860739
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,2,0.992684594433006,0.19072834594394822
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,4,1.1711940228511235,0.37849314984245047
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,6,1.375261838818331,0.3805391142650415
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,8,1.8438846649965812,1.0459694953167213
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,10,1.9719083671358413,0.4571341323738867
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,12,2.671841864387891,0.8263810682796944
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,14,2.949851433713546,1.0921532208676916
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,16,3.2681815710359965,1.0152079309612205
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,18,3.349182388813586,0.5055119591046052
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,20,3.4374547694766315,1.121045964859492
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,22,3.592879187904739,0.8866154142098525
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,24,3.5947078698466393,0.977803484523605
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,26,3.612398936558561,0.8217042917392299
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,28,4.116428194941566,1.1159135149771846
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,30,3.3623154684506686,1.2113189390340156
"('Erdos-Renyi random p=0.200000', 10000)",Filter Sollin,32,3.8788758683798648,1.1796155679603353
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,1,1.0,0.15829619784093654
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,2,1.1786493838583767,0.13441051353205755
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,4,1.2213510460827939,0.24444631414168969
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,6,1.2399552398225075,0.22137068884283329
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,8,1.3271467797601213,0.24135315618848938
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,10,1.31270043828666,0.25576566576434223
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,12,1.4187890221356685,0.24713991573820063
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,14,1.3542223152521482,0.2766266693804123
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,16,1.3857076939348856,0.2905352294313452
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,18,1.4561022819912317,0.32327297476729766
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,20,1.4200729319875616,0.2557215444069153
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,22,1.3209988558760366,0.2510167036475311
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,24,1.3923158212453925,0.26111174592415265
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,26,1.4151306206932772,0.22663716151871655
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,28,1.4318329747005034,0.24666667201860837
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,30,1.3923394638397868,0.3079727783286316
"('Erdos-Renyi random p=0.200000', 10000)",Kruskal,32,1.3168746593386433,0.2409302469560183
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,1,1.0000097846057636,0.03946823737688472
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,2,1.0066469531591142,0.06452429292113274
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,4,1.5251961067669533,0.1297189210106177
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,6,2.2404409929138476,0.15681308976060226
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,8,2.39634298335047,0.12342730805429948
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,10,2.6992265909749187,0.37994714195100915
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,12,2.7687261392032445,0.17369147116019487
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,14,2.8521756463171295,0.27438413132563944
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,16,3.129209678623588,0.3636419801440025
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,18,2.856418694638576,0.42074581941108075
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,20,2.9089056437362504,0.24712516444711516
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,22,2.7781370643808825,0.328677180922513
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,24,2.640451914756359,0.3230256007870072
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,26,2.450882295722824,0.1651165989216685
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,28,2.1542460534529564,0.2514014963481951
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,30,1.906478597552285,0.31954162918751705
"('Erdos-Renyi random p=0.200000', 10000)",Sollin AL,32,2.172565144210332,1.0471917622553668
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,1,1.0,0.10852196790611808
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,2,0.9580258502228614,0.15844304395655967
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,4,1.457949214760172,0.36801432785370886
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,6,2.0086698666823253,0.5580152473748634
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,8,2.0750584418286047,0.621042559321908
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,10,3.1592229541204073,1.0346914296337903
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,12,2.9657843696274173,0.6529108629067626
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,14,3.7392904129194897,0.903404679056608
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,16,4.544370065497008,1.2684168667197486
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,18,5.144584677700326,0.8648445883854663
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,20,5.450283896474053,0.9582959836705226
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,22,5.670721859130747,1.1936994088492208
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,24,5.9791802128404425,1.6123885155599544
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,26,5.998860794350814,1.5227338143470157
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,28,6.390799798746861,2.4710946432084824
"('Erdos-Renyi random p=0.200000', 10000)",Sollin FAL,30,5.869316913060438,1.8360502531550262
